trial,dAB,dist2000,pre,ft2000
chair_c0_6a0bd5d9ec4567d9d42216b5daf41a39_1,0.3301147117455635,0.2080319177776771,0.0579702258110046,0.1304243803024292
chair_c0_6a0bd5d9ec4567d9d42216b5daf41a39_2,0.32614620940024697,0.2312218774312588,0.2205000519752502,0.195811927318573
chair_c0_6398eb498fa1c291ca22b08889f6ea0c_0,0.33553045079534394,0.1417569225489612,0.1208715438842773,0.2044661939144134
chair_c0_6398eb498fa1c291ca22b08889f6ea0c_1,0.18282945264031025,0.1395734136061743,-0.0591580867767334,-0.0603689551353454
chair_c0_6398eb498fa1c291ca22b08889f6ea0c_2,0.18282945264031025,0.1395734136061743,-0.0307361185550689,-0.0182416141033172
chair_c0_92242be674537e3df6e4c3538272fb27_0,0.4433576745496217,0.3159123193302992,-0.0863711237907409,0.2126104831695556
chair_c0_92242be674537e3df6e4c3538272fb27_1,0.09950904009826589,0.2294325905432543,-0.0062872171401977,-0.0060821771621704
chair_c0_92242be674537e3df6e4c3538272fb27_2,0.09950904009826589,0.2294325905432543,0.0090096592903137,-0.0144788026809692
chair_c0_4003f4046a3a5ed9297936c81e7f6629_0,0.4624417694983123,0.2418644980917184,0.1643730998039245,0.2356869876384735
chair_c0_4003f4046a3a5ed9297936c81e7f6629_1,0.4629341437997896,0.2609926617675726,0.0103538930416107,0.1187692582607269
chair_c0_4003f4046a3a5ed9297936c81e7f6629_2,0.46051390864713015,0.3605918168870524,0.277751624584198,0.309786319732666
chair_c0_4ae919ca418d3625d30ba6a673002f3e_0,0.2342998999520629,0.2089223578434505,0.1060163974761962,0.0492467284202575
chair_c0_4ae919ca418d3625d30ba6a673002f3e_1,0.22352090193751217,0.1526191093311733,0.0453123450279235,0.137887418270111
chair_c0_4ae919ca418d3625d30ba6a673002f3e_2,0.21224749358301565,0.1197487672801987,0.0663716197013855,0.216929018497467
chair_c0_6fa2db75b28cc1375c728bbce49718a0_0,0.17993382634400645,0.1639068883047714,-0.0271542370319366,0.0376625806093215
chair_c0_6fa2db75b28cc1375c728bbce49718a0_1,0.17993382634400645,0.1639068883047714,0.0780306458473205,0.1951971352100372
chair_c0_6fa2db75b28cc1375c728bbce49718a0_2,0.23815722808590212,0.1671104012729539,0.0330062806606292,0.1169417202472686
chair_c0_445d6cef46b853ee713decb1a0563b12_0,0.16556625451085727,0.1195426588082177,-0.0239174365997314,-0.0401701927185058
chair_c0_445d6cef46b853ee713decb1a0563b12_1,0.22239887745550857,0.172535859774754,0.0091210603713989,0.2155095338821411
chair_c0_445d6cef46b853ee713decb1a0563b12_2,0.24083701939412006,0.1427831311991937,0.0493849515914917,0.0764567852020263
chair_c0_cd238045ebff9be59186f15d520c12ad_0,0.19302150355581005,0.0896175648908226,0.0812625885009765,0.0776433944702148
chair_c0_cd238045ebff9be59186f15d520c12ad_1,0.1677371158387173,0.0932997239207532,-0.0261366963386535,0.0440683960914611
chair_c0_cd238045ebff9be59186f15d520c12ad_2,0.11723556265612411,0.1198363950856944,0.103653997182846,0.1146593689918518
chair_c0_f1167a0c4bfc1f3fcf004563556ddb36_0,0.31716241339678997,0.1838097383987663,0.1688076853752136,0.2101719975471496
chair_c0_f1167a0c4bfc1f3fcf004563556ddb36_1,0.3465827205164468,0.1574741961846763,0.1407652497291565,0.0668972730636596
chair_c0_f1167a0c4bfc1f3fcf004563556ddb36_2,0.34386347000855977,0.1751924956101031,0.0480785965919494,0.1066378355026245
chair_c0_cbfa51dd6b795262774ba10f0bcc178a_0,0.3282634360012233,0.234474910311894,0.3207640647888183,0.3202226758003235
chair_c0_cbfa51dd6b795262774ba10f0bcc178a_1,0.3476331034120541,0.2122413365155657,0.2009015679359436,0.262286365032196
chair_c0_cbfa51dd6b795262774ba10f0bcc178a_2,0.3308485963459522,0.1814252740049226,0.1089752316474914,0.1076624989509582
chair_c0_75135e879341721c1cf9f632ab9ad62b_0,0.39620489199944076,0.2068304968985274,0.0502147078514099,0.2067899107933044
