model,trial,knn10,nn1,cov,margin,pre
0,shapenet877,0.28045203068402147,0.24056814054022846,0.0,0.168866753578186,0.0178351402282714
0,shapenet906,0.46794304389250163,0.31639649831855005,0.0,0.0818763971328735,0.0447152853012084
0,shapenet918,0.6023157189397573,0.41994752894687176,0.0,0.0917499661445617,-0.0076104998588562
0,shapenet942,0.5425596518003238,0.35355726005425403,0.0,0.1109829545021057,0.1604292690753936
0,shapenet943,0.28045203068402147,0.24056814054022846,0.0,0.06570965051651,-0.0192859172821044
0,shapenet966,0.5444230710347886,0.39143187949778785,0.0,0.1553157866001129,0.0886536538600921
0,shapenet989,0.33072139678271006,0.2034008413239487,0.0,0.011362999677658,-0.0186413526535034
0,shapenet1005,0.3750148432103386,0.1532695100521314,0.34657359027997264,0.2341044098138809,0.0517405867576599
0,shapenet1019,0.4778693056378489,0.2762649839724407,0.0,0.1804684698581695,0.1106313467025756
0,shapenet1023,0.2191203235159617,0.12602551821700636,0.34657359027997264,0.0893928706645965,0.0011004209518432
0,shapenet1070,0.3609570903254777,0.2606957759219234,0.0,0.1960698366165161,0.0718432664871215
0,shapenet1074,0.17751472941655316,0.06055216076498876,0.34657359027997264,0.2818169891834259,0.1257690191268921
0,shapenet1079,0.529873990337254,0.28384334324350835,0.0,0.2142380177974701,0.1123298406600952
0,shapenet1113,0.2731148071820091,0.20177023285405865,0.0,0.066752016544342,-0.0017550587654113
0,shapenet1141,0.5157650282897285,0.26909680340280945,0.0,-0.0404967665672302,-0.0316673517227172
0,shapenet1142,0.4731976046724996,0.2946903815832609,0.0,0.2180387079715728,0.1275563836097717
0,shapenet1149,0.4542791091650263,0.23701733038419032,0.8958797346140275,0.1853927969932556,0.1033546924591064
0,shapenet1186,0.6434055365493718,0.40704549450710603,0.0,0.0847426056861877,-0.0476050376892089
0,shapenet1234,0.5819161126540083,0.40466267682792434,0.0,0.0763238668441772,0.0737968981266021
0,shapenet1250,0.5673749367260661,0.3435046141652799,0.0,0.2801291644573211,0.1765790581703186
0,shapenet1255,0.40117126963959093,0.29999984326113127,0.0,0.0008816719055175,-0.0990598201751709
0,shapenet1263,0.4463167119689917,0.3447285406546144,0.0,0.3906785920262337,0.2409014403820037
0,shapenet1296,0.5659040968475886,0.2798071462100218,0.0,0.2578615844249725,0.1303049027919769
0,shapenet1312,0.42584498495998246,0.20608227847784238,0.0,0.3633744418621063,0.2861449420452118
0,shapenet1321,0.3928855373190596,0.3343306648857496,0.0,0.2214845418930053,0.181105375289917
0,shapenet1357,0.4077006348241681,0.2543956841959944,0.0,0.3014517426490783,0.1531468033790588
0,shapenet1361,0.6062320859225256,0.38866086880586703,0.0,0.2867100536823272,0.1332599520683288
0,shapenet1397,0.3150479445014578,0.26628112429059225,0.0,0.2036029398441314,0.0369682908058166
0,shapenet1402,0.6271941566563499,0.5301392205483282,0.0,0.2251365184783935,0.1425018906593322
0,shapenet1470,0.3712157199774071,0.15592667379194836,0.0,0.1266780495643615,0.0665143132209777
0,shapenet1491,0.5045372280993367,0.4258237247095197,0.0,0.2908833622932434,0.2346081137657165
1,shapenet19,0.5373628391864693,0.4235221207208419,0.0,0.2125335335731506,0.0506070256233215
1,shapenet22,0.35176991220931475,0.16511314204575822,0.0,0.3037707209587097,0.1911990642547607
1,shapenet25,0.45566888451414894,0.3699892072107946,0.0,0.2368656992912292,0.2099207639694214
1,shapenet74,0.4910032807684168,0.43615208300419245,0.0,-0.0354797542095184,-0.0312279462814331
1,shapenet118,0.3841832649176743,0.25242128347607035,0.0,0.0660845339298248,0.0405457615852355
1,shapenet119,0.5263857147016876,0.40167390276097353,0.0,-0.0559728741645813,-0.0691739320755004
1,shapenet126,0.20498213315605238,0.11402599536117142,0.34657359027997264,0.1046426892280578,-0.0086699128150939
1,shapenet184,0.44925970984705366,0.36797038109564006,0.0,0.1765171289443969,0.0380235612392425
1,shapenet186,0.6006453296159512,0.413166023175223,0.0,0.4008745737373829,0.2805328369140625
1,shapenet204,0.44200596039847484,0.31976061253633603,0.0,0.1813849210739135,0.0291332602500915
1,shapenet232,0.5611750164616063,0.38335244741134156,0.0,0.2909123450517654,0.153318852186203
1,shapenet260,0.40619942878222637,0.2663947759913532,0.0,0.1716096103191375,0.0861707031726837
1,shapenet262,0.5209995062578366,0.35179323726617434,0.0,-0.0201209187507629,-0.1050140261650085
1,shapenet268,0.4607763489921084,0.26010379316989196,0.0,0.0360592305660247,-0.0165807008743286
1,shapenet271,0.3782064777422979,0.275326080194291,0.0,0.1356304287910461,0.066796600818634
